filename,region,landmark,vector_x,vector_y,class,image_path
36.jpg,"Nose, Mouth, and Whiskers",42,-10,-5,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,"Nose, Mouth, and Whiskers",43,9,-4,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,"Nose, Mouth, and Whiskers",44,-2,-4,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,"Nose, Mouth, and Whiskers",45,3,-4,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,"Nose, Mouth, and Whiskers",46,-16,2,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,"Nose, Mouth, and Whiskers",47,13,3,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,Forehead,22,-24.5,-0.5,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,Forehead,23,-29.5,-14.5,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,Forehead,24,-39.5,-29.5,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,Forehead,25,-29.5,-14.5,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,Forehead,26,-23.5,-1.5,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,Forehead,27,14.5,-8.5,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,Forehead,28,22.5,-19.5,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,Forehead,29,36.5,-30.5,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,Forehead,30,30.5,-14.5,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
36.jpg,Forehead,31,24.5,0.5,angry,/content/cat-facial-expression-recognition/Images/angry/36.jpg
96.jpg,Left Eye,3,-0.5,3.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Left Eye,4,-9.5,-2.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Left Eye,5,8.5,5.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Left Eye,6,-0.5,-4.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Left Eye,7,-0.5,6.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Left Eye,36,-1.5,-0.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Left Eye,37,1.5,0.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Left Eye,38,-0.5,-2.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Right Eye,1,1.5,5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Right Eye,8,8.5,-3,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Right Eye,9,-6.5,5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Right Eye,10,0.5,-5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Right Eye,11,1.5,8,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Right Eye,39,0.5,-2,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Right Eye,40,-0.5,2,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Right Eye,41,2.5,1,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",0,1,4,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",2,1,9,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",12,-4,-10,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",13,3,-10,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",14,-6,-7,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",15,7,-7,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",16,0,0,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",17,1,3,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",18,6,6,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",19,16,12,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",20,-5,7,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",21,-14,13,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",32,-27,2,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",33,-13,2,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",34,14,1,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",35,27,-1,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",42,-16,-3,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",43,17,-4,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",44,-2,-5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",45,4,-5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",46,-24,11,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,"Nose, Mouth, and Whiskers",47,26,7,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Forehead,22,-48.5,1.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Forehead,23,-53.5,-19.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Forehead,24,-57.5,-37.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Forehead,25,-43.5,-32.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Forehead,26,-31.5,-24.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Forehead,27,34.5,-18.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Forehead,28,43.5,-27.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Forehead,29,63.5,-41.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Forehead,30,55.5,-17.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
96.jpg,Forehead,31,48.5,-1.5,angry,/content/cat-facial-expression-recognition/Images/angry/96.jpg
87.jpg,Left Eye,3,-1,4,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Left Eye,4,-10,-4,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Left Eye,5,8,7,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Left Eye,6,-1,-5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Left Eye,7,-2,10,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Left Eye,36,-1,-2,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Left Eye,37,1,2,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Left Eye,38,-2,0,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Right Eye,1,-1.5,3.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Right Eye,8,7.5,-4.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Right Eye,9,-10.5,3.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Right Eye,10,0.5,-5.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Right Eye,11,-0.5,7.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Right Eye,39,3.5,-1.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Right Eye,40,-3.5,1.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Right Eye,41,-0.5,-3.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",0,0,4,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",2,-2,8,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",12,-2,-11,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",13,6,-10,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",14,-6,-9,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",15,11,-7,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",16,0,0,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",17,0,4,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",18,4,5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",19,13,6,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",20,-6,5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",21,-18,4,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",32,-32,-17,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",33,-15,-4,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",34,14,-1,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",35,28,-8,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",42,-18,-12,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",43,19,-8,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",44,-4,-6,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",45,7,-5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",46,-28,-3,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,"Nose, Mouth, and Whiskers",47,22,1,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Forehead,22,-34.5,-12.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Forehead,23,-47.5,-30.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Forehead,24,-73.5,-47.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Forehead,25,-72.5,-19.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Forehead,26,-72.5,7.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Forehead,27,13.5,-11.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Forehead,28,31.5,-25.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Forehead,29,60.5,-34.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Forehead,30,44.5,-8.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
87.jpg,Forehead,31,34.5,12.5,angry,/content/cat-facial-expression-recognition/Images/angry/87.jpg
49.jpg,Left Eye,3,-2.5,3.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Left Eye,4,-5.5,-1.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Left Eye,5,2.5,2.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Left Eye,6,0.5,-3.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Left Eye,7,-2.5,5.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Left Eye,36,-0.5,-1.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Left Eye,37,0.5,1.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Left Eye,38,-2.5,-0.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Right Eye,1,0,3,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Right Eye,8,7,0,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Right Eye,9,-6,1,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Right Eye,10,1,-4,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Right Eye,11,0,5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Right Eye,39,1,0,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Right Eye,40,-1,0,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Right Eye,41,1,-1,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",0,0,4,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",2,-1,7,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",12,-2,-8,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",13,4,-7,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",14,-4,-6,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",15,7,-4,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",16,0,0,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",17,-1,2,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",18,4,5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",19,7,8,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",20,-4,3,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",21,-9,4,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",32,-15,-8,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",33,-7,-2,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",34,9,1,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",35,21,0,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",42,-10,-8,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",43,13,-3,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",44,-3,-5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",45,3,-4,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",46,-14,-1,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,"Nose, Mouth, and Whiskers",47,16,6,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Forehead,22,-16.5,-2.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Forehead,23,-25.5,-16.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Forehead,24,-39.5,-28.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Forehead,25,-33.5,-10.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Forehead,26,-30.5,7.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Forehead,27,24.5,24.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Forehead,28,32.5,7.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Forehead,29,35.5,-4.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Forehead,30,24.5,0.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
49.jpg,Forehead,31,16.5,2.5,angry,/content/cat-facial-expression-recognition/Images/angry/49.jpg
17.jpg,Left Eye,3,-0.5,3,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Left Eye,4,-12.5,-5,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Left Eye,5,11.5,6,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Left Eye,6,-0.5,-3,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Left Eye,7,-1.5,9,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Left Eye,36,-0.5,-1,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Left Eye,37,0.5,1,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Left Eye,38,-2.5,0,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Right Eye,1,0,6,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Right Eye,8,14,-3,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Right Eye,9,-11,10,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Right Eye,10,0,-5,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Right Eye,11,0,14,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Right Eye,39,1,-3,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Right Eye,40,-1,3,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Right Eye,41,1,3,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",0,2,6,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",2,3,10,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",12,-5,-15,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",13,6,-16,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",14,-10,-11,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",15,10,-10,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",16,0,0,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",17,1,3,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",18,11,8,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",19,25,10,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",20,-6,8,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",21,-17,9,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",32,-34,-11,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",33,-19,-1,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",34,23,-1,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",35,42,-9,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",42,-21,-10,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",43,27,-10,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",44,-5,-8,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",45,7,-8,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",46,-31,4,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,"Nose, Mouth, and Whiskers",47,36,4,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Forehead,22,-31,-4,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Forehead,23,-52,-34,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Forehead,24,-85,-55,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Forehead,25,-73,-15,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Forehead,26,-66,16,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Forehead,27,63,25,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Forehead,28,76,-9,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Forehead,29,91,-45,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Forehead,30,55,-23,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
17.jpg,Forehead,31,31,4,angry,/content/cat-facial-expression-recognition/Images/angry/17.jpg
25.jpg,Left Eye,3,0.5,6,angry,/content/cat-facial-expression-recognition/Images/angry/25.jpg
25.jpg,Left Eye,4,-16.5,1,angry,/content/cat-facial-expression-recognition/Images/angry/25.jpg
25.jpg,Left Eye,5,16.5,2,angry,/content/cat-facial-expression-recognition/Images/angry/25.jpg
25.jpg,Left Eye,6,-1.5,-8,angry,/content/cat-facial-expression-recognition/Images/angry/25.jpg
25.jpg,Left Eye,7,0.5,11,angry,/content/cat-facial-expression-recognition/Images/angry/25.jpg
25.jpg,Left Eye,36,-2.5,0,angry,/content/cat-facial-expression-recognition/Images/angry/25.jpg
25.jpg,Left Eye,37,2.5,0,angry,/content/cat-facial-expression-recognition/Images/angry/25.jpg
25.jpg,Left Eye,38,-1.5,-4,angry,/content/cat-facial-expression-recognition/Images/angry/25.jpg
25.jpg,Right Eye,1,3,8.5,angry,/content/cat-facial-expression-recognition/Images/angry/25.jpg
