filename,region,landmark,vector_x,vector_y,class,image_path
152.jpg,Forehead,27,18,3.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/152.jpg
152.jpg,Forehead,28,19,-6.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/152.jpg
152.jpg,Forehead,29,23,-17.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/152.jpg
152.jpg,Forehead,30,17,-6.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/152.jpg
152.jpg,Forehead,31,10,1.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/152.jpg
1.jpg,Left Eye,3,-0.5,3.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Left Eye,4,-6.5,0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Left Eye,5,5.5,1.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Left Eye,6,-1.5,-3.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Left Eye,7,-0.5,5.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Left Eye,36,-1.5,-0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Left Eye,37,1.5,0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Left Eye,38,-2.5,-0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Right Eye,1,0,4.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Right Eye,8,5,0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Right Eye,9,-5,1.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Right Eye,10,1,-4.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Right Eye,11,0,5.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Right Eye,39,2,-0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Right Eye,40,-2,0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Right Eye,41,1,-1.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",0,-1,4,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",2,-1,8,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",12,-2,-6,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",13,2,-5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",14,-5,-4,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",15,4,-3,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",16,0,0,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",17,-1,3,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",18,2,5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",19,5,8,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",20,-5,5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",21,-8,8,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",32,-16,2,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",33,-8,2,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",34,5,1,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",35,11,0,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",42,-10,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",43,7,-3,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",44,-3,-3,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",45,1,-2,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",46,-14,7,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,"Nose, Mouth, and Whiskers",47,11,6,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Forehead,22,-13.5,1.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Forehead,23,-19.5,-6.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Forehead,24,-27.5,-11.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Forehead,25,-28.5,1.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Forehead,26,-25.5,9.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Forehead,27,26.5,8.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Forehead,28,29.5,-3.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Forehead,29,30.5,-14.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Forehead,30,20.5,-8.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
1.jpg,Forehead,31,13.5,-1.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/1.jpg
143.jpg,Left Eye,3,0,3,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Left Eye,4,-4,1,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Left Eye,5,3,2,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Left Eye,6,0,-3,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Left Eye,7,0,4,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Left Eye,36,0,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Left Eye,37,0,1,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Left Eye,38,-1,1,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Right Eye,1,0,2.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Right Eye,8,4,0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Right Eye,9,-3,2.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Right Eye,10,0,-2.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Right Eye,11,0,4.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Right Eye,39,1,-1.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Right Eye,40,-1,1.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Right Eye,41,1,0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",0,1,3,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",2,1,5,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",12,-1,-4,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",13,2,-4,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",14,-3,-3,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",15,4,-3,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",16,0,0,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",17,1,2,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",18,4,3,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",19,8,4,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",20,-2,3,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",21,-5,5,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",32,-10,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",33,-4,1,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",34,7,0,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",35,13,-2,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",42,-6,-2,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",43,8,-3,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",44,-1,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",45,2,-2,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",46,-8,3,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,"Nose, Mouth, and Whiskers",47,12,2,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Forehead,22,-19,1,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Forehead,23,-20,-7,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Forehead,24,-21,-14,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Forehead,25,-14,-10,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Forehead,26,-9,-5,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Forehead,27,11,-10,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Forehead,28,16,-14,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Forehead,29,21,-17,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Forehead,30,20,-6,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
143.jpg,Forehead,31,19,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/143.jpg
146.jpg,Left Eye,3,-0.5,2,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Left Eye,4,-8.5,0,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Left Eye,5,5.5,2,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Left Eye,6,-0.5,-3,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Left Eye,7,-0.5,5,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Left Eye,36,-1.5,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Left Eye,37,1.5,1,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Left Eye,38,-1.5,1,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Right Eye,1,1,1.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Right Eye,8,6,-0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Right Eye,9,-5,1.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Right Eye,10,1,-2.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Right Eye,11,1,3.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Right Eye,39,1,-0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Right Eye,40,-1,0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Right Eye,41,2,0.5,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",0,1,5,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",2,1,9,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",12,-2,-9,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",13,3,-9,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",14,-4,-6,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",15,7,-6,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",16,0,0,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",17,0,3,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",18,4,8,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",19,10,13,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",20,-6,8,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",21,-13,13,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",32,-22,2,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",33,-11,2,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",34,10,4,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",35,24,4,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",42,-13,-3,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",43,14,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",44,-1,-6,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",45,3,-5,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",46,-20,10,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,"Nose, Mouth, and Whiskers",47,20,13,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Forehead,22,-41,2,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Forehead,23,-47,-19,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Forehead,24,-46,-36,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Forehead,25,-33,-29,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Forehead,26,-22,-19,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Forehead,27,22,-23,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Forehead,28,31,-29,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Forehead,29,44,-36,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Forehead,30,44,-18,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
146.jpg,Forehead,31,41,-2,cheerful,/content/cat-facial-expression-recognition/Images/happy/146.jpg
64.jpg,Left Eye,3,0,4,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Left Eye,4,-10,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Left Eye,5,11,5,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Left Eye,6,1,-8,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Left Eye,7,0,7,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Left Eye,36,-1,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Left Eye,37,1,1,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Left Eye,38,0,0,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Right Eye,1,0,5,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Right Eye,8,9,3,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Right Eye,9,-11,3,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Right Eye,10,0,-7,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Right Eye,11,0,8,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Right Eye,39,1,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Right Eye,40,-1,1,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Right Eye,41,0,0,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",0,0,6,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",2,0,13,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",12,-4,-15,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",13,5,-13,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",14,-8,-10,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",15,10,-8,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",16,0,0,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",17,0,4,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",18,7,8,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",19,16,13,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",20,-5,7,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",21,-14,10,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",32,-19,-7,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",33,-10,0,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",34,12,4,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",35,29,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",42,-13,-8,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",43,19,-6,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",44,-4,-7,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",45,6,-6,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",46,-21,4,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,"Nose, Mouth, and Whiskers",47,26,9,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Forehead,22,-23.5,-1,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Forehead,23,-34.5,-14,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Forehead,24,-52.5,-29,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Forehead,25,-58.5,-2,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Forehead,26,-52.5,27,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Forehead,27,47.5,32,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Forehead,28,58.5,6,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Forehead,29,58.5,-24,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Forehead,30,38.5,-12,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
64.jpg,Forehead,31,23.5,1,cheerful,/content/cat-facial-expression-recognition/Images/happy/64.jpg
62_cheerful.jpg,Left Eye,3,0,6,cheerful,/content/cat-facial-expression-recognition/Images/happy/62_cheerful.jpg
